sku,name,price,description,is_in_stock,ADVERTISER CATEGORY
SHRPT.VRM.VRM.VRM-S,Sherpa Tee-Mosiac Vermelho-S,92,"The Long Sleeve Tee with the perfect fit. The Sherpa Long Sleeve Tee is designed to withstand the rigors you put it through.<br/><br/>

The Sherpa Long Sleeve Tee in Carbon 6 features YOGASMOGA’s newly introduced fabric - Koura. Koura is a highly advanced revolutionary performance fabric made from biodegradable cellulose fibers. Koura features very advanced moisture management while maintaining a very soft hand feel.<br/><br/>

The heathered colored Sherpa Long Sleeve Tees are made from Aurum™ 1064 – an extremely soft feel technical high moisture wicking fabric.
",1,yoga apparel
SHRPT.VRM.VRM.VRM-M,Sherpa Tee-Mosiac Vermelho-M,92,"The Long Sleeve Tee with the perfect fit. The Sherpa Long Sleeve Tee is designed to withstand the rigors you put it through.<br/><br/>

The Sherpa Long Sleeve Tee in Carbon 6 features YOGASMOGA’s newly introduced fabric - Koura. Koura is a highly advanced revolutionary performance fabric made from biodegradable cellulose fibers. Koura features very advanced moisture management while maintaining a very soft hand feel.<br/><br/>

The heathered colored Sherpa Long Sleeve Tees are made from Aurum™ 1064 – an extremely soft feel technical high moisture wicking fabric.
",1,yoga apparel
SHRPT.VRM.VRM.VRM-L,Sherpa Tee-Mosiac Vermelho-L,92,"The Long Sleeve Tee with the perfect fit. The Sherpa Long Sleeve Tee is designed to withstand the rigors you put it through.<br/><br/>

The Sherpa Long Sleeve Tee in Carbon 6 features YOGASMOGA’s newly introduced fabric - Koura. Koura is a highly advanced revolutionary performance fabric made from biodegradable cellulose fibers. Koura features very advanced moisture management while maintaining a very soft hand feel.<br/><br/>

The heathered colored Sherpa Long Sleeve Tees are made from Aurum™ 1064 – an extremely soft feel technical high moisture wicking fabric.
",1,yoga apparel
SHRPT.VRM.VRM.VRM-XL,Sherpa Tee-Mosiac Vermelho-XL,92,"The Long Sleeve Tee with the perfect fit. The Sherpa Long Sleeve Tee is designed to withstand the rigors you put it through.<br/><br/>

The Sherpa Long Sleeve Tee in Carbon 6 features YOGASMOGA’s newly introduced fabric - Koura. Koura is a highly advanced revolutionary performance fabric made from biodegradable cellulose fibers. Koura features very advanced moisture management while maintaining a very soft hand feel.<br/><br/>

The heathered colored Sherpa Long Sleeve Tees are made from Aurum™ 1064 – an extremely soft feel technical high moisture wicking fabric.
",1,yoga apparel
SHRPT.VRM.VRM.VRM-XXL,Sherpa Tee-Mosiac Vermelho-XXL,92,"The Long Sleeve Tee with the perfect fit. The Sherpa Long Sleeve Tee is designed to withstand the rigors you put it through.<br/><br/>

The Sherpa Long Sleeve Tee in Carbon 6 features YOGASMOGA’s newly introduced fabric - Koura. Koura is a highly advanced revolutionary performance fabric made from biodegradable cellulose fibers. Koura features very advanced moisture management while maintaining a very soft hand feel.<br/><br/>

The heathered colored Sherpa Long Sleeve Tees are made from Aurum™ 1064 – an extremely soft feel technical high moisture wicking fabric.
",0,yoga apparel
FETNK,Free & Easy Tank,56,"The Free & Easy Tank for yoga features a breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank. Expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.MGCV.MGCV.MGCV-2,Free & Easy Tank-Mosaic Grey Caviar-2,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.MGCV.MGCV.MGCV-4,Free & Easy Tank-Mosaic Grey Caviar-4,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",0,yoga apparel
FETNK.MGCV.MGCV.MGCV-6,Free & Easy Tank-Mosaic Grey Caviar-6,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",0,yoga apparel
FETNK.MGCV.MGCV.MGCV-8,Free & Easy Tank-Mosaic Grey Caviar-8,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.MGCV.MGCV.MGCV-10,Free & Easy Tank-Mosaic Grey Caviar-10,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",0,yoga apparel
FETNK.MGCV.MGCV.MGCV-12,Free & Easy Tank-Mosaic Grey Caviar-12,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",0,yoga apparel
FETNK.MSHLA.MSHLA.MSHLA-2,Free & Easy Tank-Mosaic Shangri-La-2,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",0,yoga apparel
FETNK.MSHLA.MSHLA.MSHLA-4,Free & Easy Tank-Mosaic Shangri-La-4,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",0,yoga apparel
FETNK.MSHLA.MSHLA.MSHLA-6,Free & Easy Tank-Mosaic Shangri-La-6,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.MSHLA.MSHLA.MSHLA-8,Free & Easy Tank-Mosaic Shangri-La-8,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.MSHLA.MSHLA.MSHLA-10,Free & Easy Tank-Mosaic Shangri-La-10,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",0,yoga apparel
FETNK.MSHLA.MSHLA.MSHLA-12,Free & Easy Tank-Mosaic Shangri-La-12,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
MMCRP,Momentum Crop,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these yoga crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMCRP.C6.CRS.SGRY-4,Momentum Crop-Carbon 6 / Crimson Rose-4,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMCRP.C6.CRS.SGRY-2,Momentum Crop-Carbon 6 / Crimson Rose-2,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMCRP.C6.CRS.SGRY-6,Momentum Crop-Carbon 6 / Crimson Rose-6,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMCRP.C6.CRS.SGRY-8,Momentum Crop-Carbon 6 / Crimson Rose-8,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMCRP.C6.CRS.SGRY-10,Momentum Crop-Carbon 6 / Crimson Rose-10,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMCRP.C6.CRS.SGRY-12,Momentum Crop-Carbon 6 / Crimson Rose-12,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
IMTNK.GCV.BBLU.GCV-4,Imagine Tank-Grey Caviar / Boy Blue-4,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",0,yoga apparel
IMTNK.GCV.BBLU.GCV-2,Imagine Tank-Grey Caviar / Boy Blue-2,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",0,yoga apparel
IMTNK,Imagine Tank,66,"We designed this yoga tank especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",1,yoga apparel
MMCRP.C6.LITE.MIDB-2,Momentum Crop-Carbon 6 / Lime Lite-2,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMCRP.C6.LITE.MIDB-4,Momentum Crop-Carbon 6 / Lime Lite-4,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMCRP.C6.LITE.MIDB-6,Momentum Crop-Carbon 6 / Lime Lite-6,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMCRP.C6.LITE.MIDB-8,Momentum Crop-Carbon 6 / Lime Lite-8,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMCRP.C6.LITE.MIDB-12,Momentum Crop-Carbon 6 / Lime Lite-12,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMCRP.C6.LITE.MIDB-10,Momentum Crop-Carbon 6 / Lime Lite-10,96,"We’re taking style, fit and functionality to new heights. Our Momentum Crop features stylish color blocking and an innovative design that highlights your best assets.<br/><br/>Made from a combination of our two exclusive high performance moisture wicking fabrics – Airh and Aurum+, these crops offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
IMTNK.GCV.BBLU.GCV-6,Imagine Tank-Grey Caviar / Boy Blue-6,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",0,yoga apparel
IMTNK.GCV.BBLU.GCV-8,Imagine Tank-Grey Caviar / Boy Blue-8,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",0,yoga apparel
IMTNK.GCV.BBLU.GCV-10,Imagine Tank-Grey Caviar / Boy Blue-10,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",0,yoga apparel
IMTNK.GCV.BBLU.GCV-12,Imagine Tank-Grey Caviar / Boy Blue-12,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",0,yoga apparel
IMTNK.MIDB.LIME.MIDB-2,Imagine Tank-Midnight Blue / Lime Lite-2,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",1,yoga apparel
IMTNK.MIDB.LIME.MIDB-4,Imagine Tank-Midnight Blue / Lime Lite-4,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",1,yoga apparel
IMTNK.MIDB.LIME.MIDB-6,Imagine Tank-Midnight Blue / Lime Lite-6,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",1,yoga apparel
IMTNK.MIDB.LIME.MIDB-8,Imagine Tank-Midnight Blue / Lime Lite-8,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",1,yoga apparel
IMTNK.MIDB.LIME.MIDB-10,Imagine Tank-Midnight Blue / Lime Lite-10,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",1,yoga apparel
IMTNK.MIDB.LIME.MIDB-12,Imagine Tank-Midnight Blue / Lime Lite-12,66,"We designed this top especially for our sporty SMOGIs. From your sunrise vinyasa to your evening run along the pier, you can only imagine what you can do in this tank.<br/><br/>
The built in bra offers the support you need, while centered Auro Mesh keeps you cool all throughout the day. A special active seam down the wide racer back gives you an extra flexibility in movement.
",1,yoga apparel
MBND.BBLU.BBLU.BBLU,Miracle Band-Boy Blue,18,"Keep your tresses at bay with the Miracle Band.  Soft, breathable and comfortable, the Miracle Band is made from our high performance wicking fabric – Aurum.<br/><br/>The Miracle Band is 2 ¾ inches wide.",0,yoga apparel
SWSH.MIDB.GCV.LIME-2,Sweet &rsquo;n Short-Midnight Blue / Grey Caviar-2,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",0,yoga apparel
SWSH.MIDB.GCV.LIME-4,Sweet &rsquo;n Short-Midnight Blue / Grey Caviar-4,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",0,yoga apparel
SWSH.MIDB.GCV.LIME-6,Sweet &rsquo;n Short-Midnight Blue / Grey Caviar-6,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",1,yoga apparel
SWSH.MIDB.GCV.LIME-8,Sweet &rsquo;n Short-Midnight Blue / Grey Caviar-8,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",1,yoga apparel
SWSH.MIDB.GCV.LIME-10,Sweet &rsquo;n Short-Midnight Blue / Grey Caviar-10,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",0,yoga apparel
SWSH.MIDB.GCV.LIME-12,Sweet &rsquo;n Short-Midnight Blue / Grey Caviar-12,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",0,yoga apparel
MMLG,Momentum Legging,102,"Don’t be surprised if this yoga legging climbs to the top of your favorites list. <br></br>

Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>

Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMLG.GCV.MIDB.LIME-2,Momentum Legging-Grey Caviar / Midnight Blue-2,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMLG.GCV.MIDB.LIME-4,Momentum Legging-Grey Caviar / Midnight Blue-4,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMLG.GCV.MIDB.LIME-6,Momentum Legging-Grey Caviar / Midnight Blue-6,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMLG.GCV.MIDB.LIME-8,Momentum Legging-Grey Caviar / Midnight Blue-8,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMLG.GCV.MIDB.LIME-10,Momentum Legging-Grey Caviar / Midnight Blue-10,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMLG.GCV.MIDB.LIME-12,Momentum Legging-Grey Caviar / Midnight Blue-12,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMLG.GCV.CRS.BBLU-2,Momentum Legging-Grey Caviar / Crimson Rose-2,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMLG.GCV.CRS.BBLU-4,Momentum Legging-Grey Caviar / Crimson Rose-4,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMLG.GCV.CRS.BBLU-6,Momentum Legging-Grey Caviar / Crimson Rose-6,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMLG.GCV.CRS.BBLU-8,Momentum Legging-Grey Caviar / Crimson Rose-8,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
MMLG.GCV.CRS.BBLU-10,Momentum Legging-Grey Caviar / Crimson Rose-10,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
MMLG.GCV.CRS.BBLU-12,Momentum Legging-Grey Caviar / Crimson Rose-12,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",1,yoga apparel
SWSH.C6.JDBL.BBLU-2,Sweet &rsquo;n Short-Carbon 6 / Jodphur Blue-2,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",0,yoga apparel
SWSH.C6.JDBL.BBLU-4,Sweet &rsquo;n Short-Carbon 6 / Jodphur Blue-4,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",1,yoga apparel
SWSH.C6.JDBL.BBLU-6,Sweet &rsquo;n Short-Carbon 6 / Jodphur Blue-6,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",1,yoga apparel
SWSH.C6.JDBL.BBLU-8,Sweet &rsquo;n Short-Carbon 6 / Jodphur Blue-8,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",1,yoga apparel
SWSH.C6.JDBL.BBLU-10,Sweet &rsquo;n Short-Carbon 6 / Jodphur Blue-10,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",1,yoga apparel
SWSH.C6.JDBL.BBLU-12,Sweet &rsquo;n Short-Carbon 6 / Jodphur Blue-12,54,"This humble short packs a whole lot of punch in a small little package. Made exclusively from our high performance technical Aurum fabric, this all-sport short will ensure you are the coolest hot yogi or the hottest roundhouse kicker in town.",0,yoga apparel
MMLG.C6.JDBL.BBLU-2,Momentum Legging-Carbon 6 / Jodphur Blue-2,102,"Don’t be surprised if this legging climbs to the top of your favorites list. Our Momentum Legging features a stylish color block design that brings an edge to your look and does a great job highlighting your best assets. <br/><br/>
Made from a combination of our two exclusive high performance wicking fabrics – Airh and Aurum+, these leggings offer an exceptional fit in a cooling fabric, with a splash of color that keeps you looking hot.
",0,yoga apparel
